;Lançamentos;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;Verificação;Data Lançamento;Tipo Lançamento;Codigo Custo;Banco/ Conta;Numero OP/ NF;Boleto;Fornecedor/ Cliente;Nº Cheque; Valor ;Data Vencimento; Observações; Valor Real ; Saldo ; DRE ; Centro de Custo ;Tipo;Data Real;Antecipação;Pagamento;Ano;Mês;Custo;Mês Lanç.;Ano Lanç.
;Sim;10/12/2025;Materia-prima;7.100;Itau 84170 L;12632;12632/1;Pirenópolis;; R$5.537,04 ;07/01/2026;; R$5.537,04 ; R$511.343,62 ;Custo Produto (CMV);TECIDOS;Saida;07/01/2026;0;Não;2025;12;Não;12;2025
;Sim;07/01/2026;Despesas Empresariais;3.200;Itau 84170 L;29;29/u;Ramos Digital;; R$162,00 ;07/01/2026;Renovação Certificado Digital; R$162,00 ; R$511.343,62 ;Outras;TI/ SOFTWARE;Saida;07/01/2026;0;Sim;2026;1;Sim;1;2026
;Sim;07/01/2026;Aplicações;2.401;Itau 84170 L;;;Rendimento Aplicação;; R$0,90 ;07/01/2026;; R$0,90 ; R$511.343,62 ;Aplicações;;Entrada;07/01/2026;0;Sim;2026;1;Não;1;2026
;Sim;01/01/2026;Folha de pagamento Adm.;1.300;Itau 84170 L;;;Salário Diretoria;; R$1.351,00 ;07/01/2026;Pro Labore - Mariana; R$1.351,00 ; R$511.343,62 ;Folha Adm + Salarios socios;SALARIOS;Saida;07/01/2026;0;Não;2026;1;Não;1;2026
;Sim;01/01/2026;Folha de pagamento Adm.;1.300;Itau 84170 L;;;Salário Diretoria;; R$1.351,00 ;07/01/2026;Pro Labore - Fábio; R$1.351,00 ; R$511.343,62 ;Folha Adm + Salarios socios;SALARIOS;Saida;07/01/2026;0;Não;2026;1;Não;1;2026
;Sim;09/12/2025;Faturamento;;Itau 84170 L;8503;8503/u;Salus;; R$11.513,88 ;07/01/2026;Boleto Bancário; R$11.513,88 ; R$511.343,62 ;Faturamento/ Receita;;Entrada;07/01/2026;0;Não;2025;12;Não;12;2025
;Sim;09/12/2025;Faturamento;;;8504;8504/u;Salus;; R$6.199,78 ;07/01/2026;Crédito ICMS; R$6.199,78 ; R$-   ;Faturamento/ Receita;;Entrada;07/01/2026;0;Não;2025;12;Não;12;2025
;Sim;07/01/2026;Despesas Bancarias Variavel;2.203;Itau 84170 L;;;Tarifa Cobrança;; R$22,59 ;07/01/2026;; R$22,59 ; R$511.343,62 ;Financeiro;DESPESAS BANCARIAS;Saida;07/01/2026;0;Sim;2026;1;Sim;1;2026
;Sim;13/12/2025;Materia-prima;7.100;Itau 84170 L;146800;146800/1;Textil Oeste;; R$3.873,60 ;07/01/2026;; R$3.873,60 ; R$511.343,62 ;Custo Produto (CMV);TECIDOS;Saida;07/01/2026;0;Não;2025;12;Não;12;2025
;Sim;04/12/2025;Materia-prima;7.100;Itau 84170 L;27662;27662/2;Pro Linhas;; R$1.235,09 ;08/01/2026;; R$1.235,09 ; R$571.272,77 ;Custo Produto (CMV);TECIDOS;Saida;08/01/2026;0;Não;2025;12;Não;12;2025
